304710868	2016-07-25 20:57:19	13	4
306055643	2016-07-25 20:57:19	12	4
315427758	2016-07-25 20:57:19	12	4
340797137	2016-07-25 20:57:19	13	4
366980974	2016-07-25 20:57:19	15	4
391242183	2016-07-25 20:57:19	15	4
391274428	2016-07-25 20:57:19	12	4
398966126	2016-07-25 20:57:19	15	4
401118520	2016-07-25 20:57:19	15	4
402545478	2016-07-25 20:57:19	15	4
404162537	2016-07-25 20:57:19	15	4
406847353	2016-07-25 20:57:19	15	4
408059141	2016-07-25 20:57:19	15	4
458932911	2016-07-25 20:57:19	14	4
465387725	2016-07-25 20:57:19	12	4
501187513	2016-07-25 20:57:19	15	4
503901633	2016-07-25 20:57:19	13	4
531458482	2016-07-25 20:57:19	15	4
544311638	2016-07-25 20:57:19	15	4
545475913	2016-07-25 20:57:19	15	4
547939859	2016-07-25 20:57:19	15	4
549486594	2016-07-25 20:57:19	15	4
560010360	2016-07-25 20:57:19	15	4
561017742	2016-07-25 20:57:19	15	4
562132066	2016-07-25 20:57:19	15	4
565417886	2016-07-25 20:57:19	12	4
565417888	2016-07-25 20:57:19	15	4
565501559	2016-07-25 20:57:19	14	4
568751184	2016-07-25 20:57:19	12	4
570500959	2016-07-25 20:57:19	15	4
571814827	2016-07-25 20:57:19	14	4
574583150	2016-07-25 20:57:19	12	4
581349583	2016-07-25 20:57:19	12	4
587927459	2016-07-25 20:57:19	12	4
594005941	2016-07-25 20:57:19	15	4
601075049	2016-07-25 20:57:19	12	4
602083864	2016-07-25 20:57:19	12	4
611172754	2016-07-25 20:57:19	12	4
612478663	2016-07-25 20:57:19	15	4
616181776	2016-07-25 20:57:19	12	4
618503560	2016-07-25 20:57:19	14	4
619481391	2016-07-25 20:57:19	12	4
622800745	2016-07-25 20:57:19	12	4
624000991	2016-07-25 20:57:19	12	4
624404013	2016-07-25 20:57:19	15	4
632121841	2016-07-25 20:57:19	12	4
635406240	2016-07-25 20:57:19	15	4
642272562	2016-07-25 20:57:19	15	4
643255596	2016-07-25 20:57:19	15	4
643411160	2016-07-25 20:57:19	15	4
650988214	2016-07-25 20:57:19	15	4
652268529	2016-07-25 20:57:19	12	4
652823076	2016-07-25 20:57:19	12	4
653377073	2016-07-25 20:57:19	15	4
654802438	2016-07-25 20:57:19	15	4
655038422	2016-07-25 20:57:19	15	4
655050825	2016-07-25 20:57:19	12	4
659166647	2016-07-25 20:57:19	12	4
660684423	2016-07-25 20:57:19	12	4
661949074	2016-07-25 20:57:19	15	4
666817732	2016-07-25 20:57:19	15	4
669340508	2016-07-25 20:57:19	12	4
669428233	2016-07-25 20:57:19	13	4
669518000	2016-07-25 20:57:19	15	4
671757856	2016-07-25 20:57:19	12	4
674095600	2016-07-25 20:57:19	12	4
675412754	2016-07-25 20:57:19	12	4
676846937	2016-07-25 20:57:19	12	4
677597808	2016-07-25 20:57:19	12	4
680199611	2016-07-25 20:57:19	12	4
681487892	2016-07-25 20:57:19	12	4
681616496	2016-07-25 20:57:19	12	4
684112112	2016-07-25 20:57:19	15	4
686478487	2016-07-25 20:57:19	12	4
688167122	2016-07-25 20:57:19	12	4
690457421	2016-07-25 20:57:19	12	4
691281740	2016-07-25 20:57:19	15	4
691692416	2016-07-25 20:57:19	12	4
693507079	2016-07-25 20:57:19	12	4
693551602	2016-07-25 20:57:19	15	4
693633118	2016-07-25 20:57:19	12	4
694198796	2016-07-25 20:57:19	12	4
694254633	2016-07-25 20:57:19	12	4
694774232	2016-07-25 20:57:19	12	4
696214991	2016-07-25 20:57:19	15	4
696600993	2016-07-25 20:57:19	12	4
696623479	2016-07-25 20:57:19	12	4
699239171	2016-07-25 20:57:19	15	4
705287067	2016-07-25 20:57:19	12	4
706509553	2016-07-25 20:57:19	14	4
714555085	2016-07-25 20:57:19	12	4
714601563	2016-07-25 20:57:19	12	4
715153233	2016-07-25 20:57:19	15	4
722483594	2016-07-25 20:57:19	15	4
723753752	2016-07-25 20:57:19	15	4
725605391	2016-07-25 20:57:19	15	4
726360084	2016-07-25 20:57:19	12	4
726679268	2016-07-25 20:57:19	12	4
726802767	2016-07-25 20:57:19	13	4
727342068	2016-07-25 20:57:19	12	4
727587179	2016-07-25 20:57:19	12	4
730535235	2016-07-25 20:57:19	15	4
732591847	2016-07-25 20:57:19	12	4
733437370	2016-07-25 20:57:19	15	4
733828205	2016-07-25 20:57:19	15	4
733919828	2016-07-25 20:57:19	12	4
734460017	2016-07-25 20:57:19	12	4
734941950	2016-07-25 20:57:19	12	4
735226096	2016-07-25 20:57:19	15	4
735700727	2016-07-25 20:57:19	15	4
737772771	2016-07-25 20:57:19	0	3
737879549	2016-07-25 20:57:19	12	4
738096651	2016-07-25 20:57:19	12	4
738229839	2016-07-25 20:57:19	12	4
738253691	2016-07-25 20:57:19	12	4
738278418	2016-07-25 20:57:19	15	4
738332586	2016-07-25 20:57:19	15	4
739061000	2016-07-25 20:57:19	12	4
749613788	2016-07-25 20:57:19	12	4
749613789	2016-07-25 20:57:19	12	4
750732695	2016-07-25 20:57:19	14	4
757006970	2016-07-25 20:57:19	12	4
760064420	2016-07-25 20:57:19	11	3
760143423	2016-07-25 20:57:19	12	4
760274278	2016-07-25 20:57:19	12	4
762000615	2016-07-25 20:57:19	12	4
762417524	2016-07-25 20:57:19	12	4
787718466	2016-07-25 20:57:19	12	4
809663176	2016-07-25 20:57:19	12	4
812926585	2016-07-25 20:57:19	12	4
841208280	2016-07-25 20:57:19	15	4
849510025	2016-07-25 20:57:19	12	4
850422927	2016-07-25 20:57:19	12	4
851010269	2016-07-25 20:57:19	12	4
856142172	2016-07-25 20:57:19	14	4
